Time(s);pressure(Pa);altitude(m);alt_filtered(m);velocity(m/s)
3532.123;147160;1100.88240151439;1101.133263578832;-1.8715073763502201
3532.323;147200;1098.6465776615742;1100.7589621035622;-1.9254910312879925
3532.623;147200;1098.6465776615742;1100.1813147941755;-0.839370672914356
3533.123;147200;1098.6465776615742;1099.7616294577183;-1.906670388627305
3533.323;147210;1098.087698565303;1099.3802953799932;-2.7705542484525454
3533.423;147200;1098.6465776615742;1099.1032399551482;-1.9929955323174384
3533.524;147210;1098.087698565303;1098.901947406384;-4.564461730760343
3533.623;147240;1096.4112456966532;1098.450065695038;-4.811283374537935
3533.723;147230;1096.97003258662;1097.9689373575845;-1.2034091689894952
3533.823;147210;1098.087698565303;1097.8485964406857;0.6538426254661807
3533.923;147210;1098.087698565303;1097.9139807032323;-0.351042030433533
3534.223;147230;1096.97003258662;1097.8086680941021;-0.7651408926842715
3534.323;147210;1098.087698565303;1097.7321540048338;-0.555907398450523
3534.423;147230;1096.97003258662;1097.6765632649888;-0.6740207958755096
3534.823;147240;1096.4112456966532;1097.4069549466385;-3.48682158115115
3534.923;147250;1095.8524895345713;1097.0582727885237;-1.751784073959349
3535.024;147230;1096.97003258662;1096.8813425970536;-0.5267604527145475
3535.123;147240;1096.4112456966532;1096.8291933122348;-2.670827450608768
3535.223;147260;1095.293764096585;1096.5621105671742;-3.468388194608877
3535.323;147260;1095.293764096585;1096.2152717477136;-2.5199315270151783
3535.423;147260;1095.293764096585;1095.9632785950123;-1.8127103188445841
3535.524;147260;1095.293764096585;1095.7801948528088;-2.8867996986672257
3535.623;147280;1094.1764053778281;1095.4944016826403;-1.8020796880619419
3535.823;147280;1094.1764053778281;1095.1339857450282;-1.6911936492180877
3536.023;147290;1093.617772089508;1094.7957470151841;-4.748758961511384
3536.123;147310;1092.5005976361049;1094.3208711190334;-4.977673849809869
3536.223;147310;1092.5005976361049;1093.823103734053;-2.1900890138894646
3536.423;147320;1091.942056463482;1093.3850859312754;-1.591192808704239
3536.623;147310;1092.5005976361049;1093.0668473695341;-2.3121384915655763
3536.723;147320;1091.942056463482;1092.8356335203778;-3.207197542906858
3536.823;147330;1091.383545988545;1092.5149137660874;-1.5664791252848467
3536.923;147310;1092.5005976361049;1092.358265853559;-1.8828871773505782
3537.024;147340;1090.8250662075338;1092.1680942486464;-3.7097076054527998
3537.123;147340;1090.8250662075338;1091.800833195706;-1.904705393037061
3537.223;147330;1091.383545988545;1091.6103626564025;-2.147409854498753
3537.323;147350;1090.2666171166638;1091.3956216709528;-3.850865738892345
3537.423;147360;1089.7081987121799;1091.010535097064;-0.9326059096468983
3537.723;147350;1090.2666171166638;1090.7307533241697;-1.2692151396561433
3537.823;147350;1090.2666171166638;1090.6038318102042;-2.4491336762661824
3537.923;147370;1089.1498109903018;1090.3589184425778;-3.2736580917692732
3538.024;147370;1089.1498109903018;1090.0282789753087;-1.2071539417485218
3538.223;147370;1089.1498109903018;1089.7880553409007;-2.5087613935875277
3538.323;147380;1088.5914539472699;1089.5371792015421;-2.586156372349329
3538.423;147380;1088.5914539472699;1089.2785635643074;-2.616183340815542
3538.524;147390;1088.033127579314;1089.0143290468848;-3.481332704582038
3538.623;147400;1087.474831882669;1088.6696771091306;-3.2673935505324767
3538.723;147400;1087.474831882669;1088.3429377540776;-3.9004758795967067
3538.823;147420;1086.3583324882518;1087.9528901661183;-1.7896369770084601
3539.024;147410;1086.9165668535697;1087.5931731337396;-1.8689196253593072
3539.123;147410;1086.9165668535697;1087.4081500908287;-0.5809623755549919
3539.223;147400;1087.474831882669;1087.3500538532733;0.3412148447913216
3539.323;147400;1087.474831882669;1087.3841753377524;-1.0158673054891678
3539.524;147430;1085.8001287829445;1087.179986009349;-2.279651076937359
3539.723;147440;1085.241955733893;1086.7263354450383;-4.059147232902942
3539.823;147440;1085.241955733893;1086.3204207217484;-2.9491430921375006
3539.923;147440;1085.241955733893;1086.025506412535;-0.8643911214659581
3540.524;147480;1083.009570024964;1085.5060073485338;-2.7935115098458136
3540.823;147500;1081.8935610102217;1084.67074740709;-3.778320255449132
3541.024;147500;1081.8935610102217;1083.9113050357446;-2.3556552853980177
3541.323;147520;1080.7776745151896;1083.2069641054106;-1.4514682779371157
3541.623;147490;1082.4515502007503;1082.7715236220292;-3.1636602959185107
3541.723;147520;1080.7776745151896;1082.4551575924377;-4.587202816182605
3541.823;147520;1080.7776745151896;1081.9964373108198;-2.569950118015704
3541.923;147510;1081.3356024496231;1081.7394422990185;-1.8486911441447509
3542.024;147520;1080.7776745151896;1081.5527244934597;-2.911351535502179
3542.123;147530;1080.2197772031757;1081.2645006914445;-0.6980228324913376
3542.423;147520;1080.7776745151896;1081.0550938416973;-1.0156387057859224
3542.723;147550;1079.1040744313614;1080.7504022299613;-3.739284159790931
3542.823;147540;1079.6619105098164;1080.3764738139826;-1.954026747373022
3542.923;147540;1079.6619105098164;1080.1810711392454;-2.915926848121531
3543.024;147560;1078.5462689640556;1079.8865625275848;-1.8417753246892825
3543.223;147560;1078.5462689640556;1079.5200492379715;-1.9001945550616257
3543.323;147550;1079.1040744313614;1079.3300297824655;-2.1432106714152206
3543.423;147570;1077.9884941041387;1079.1157087153242;-2.2968456079440736
3543.524;147560;1078.5462689640556;1078.8837273089216;-0.9321263221233186
3543.623;147560;1078.5462689640556;1078.7914468030312;-2.195692307729765
3543.723;147580;1077.4307498478654;1078.5718775722585;-3.883053860216826
3543.823;147590;1076.8730361914807;1078.1835721862371;0.22943400317692925
3543.923;147540;1079.6619105098164;1078.2065155865548;3.940481351174733
3544.024;147540;1079.6619105098164;1078.604504203024;-0.16068809685667318
3544.123;147580;1077.4307498478654;1078.588596081435;-2.4036203682043413
3544.223;147570;1077.9884941041387;1078.3482340446149;-1.746332418680819
3544.323;147580;1077.4307498478654;1078.173600802747;-2.031381441908735
3544.423;147580;1077.4307498478654;1077.9704626585562;-0.7062260756866304
3544.524;147570;1077.9884941041387;1077.8991338249118;0.2468306672144587
3544.623;147570;1077.9884941041387;1077.923570060966;-0.33606280732724325
3545.024;147590;1076.8730361914807;1077.788808875228;-1.7592868659898138
3545.123;147580;1077.4307498478654;1077.6146394754946;-1.2654147598334615
3545.223;147590;1076.8730361914807;1077.4880979995114;-1.6819324714462545
3545.323;147590;1076.8730361914807;1077.319904752367;-2.7469796394736905
3545.423;147610;1075.7577006633558;1077.0452067884198;-2.1416055242428116
3545.623;147620;1075.2000787841248;1076.6168856835707;-3.111934983156163
3545.723;147610;1075.7577006633558;1076.3056921852553;-2.260953109648436
3545.823;147620;1075.2000787841248;1076.0795968742907;-2.4051079351055753
3545.923;147620;1075.2000787841248;1075.8390860807804;-1.7301120785087676
3546.024;147620;1075.2000787841248;1075.6643447608508;-0.5122632890580641
3546.123;147610;1075.7577006633558;1075.613630695234;0.3939700927302456
3546.223;147610;1075.7577006633558;1075.653027704507;-0.4761933199851921
3546.323;147620;1075.2000787841248;1075.6054083725085;-0.9307420768358781
3546.524;147630;1074.6424874897716;1075.4183292150644;-3.6830775674549794
3546.623;147650;1073.5273966407258;1075.0537045358858;-3.411499077436394
3546.723;147640;1074.0849267765552;1074.7125546281425;-1.7162952564846967
3546.823;147640;1074.0849267765552;1074.5409251024942;-1.2469614944495762
3546.923;147640;1074.0849267765552;1074.4162289530493;-0.8970005509918497
3547.024;147640;1074.0849267765552;1074.325631897399;-0.7138341939411847
3547.223;147650;1073.5273966407258;1074.1835788928047;-2.5566415027834015
3547.323;147660;1072.969897078538;1073.9279147425266;-4.14416970600691
3547.423;147680;1071.8549896600803;1073.5134977719263;-5.245001071224044
3547.524;147690;1071.297581796325;1072.983752663732;-4.657535583347465
3547.623;147690;1071.297581796325;1072.52265664098;-2.587921973772689
3547.723;147680;1071.8549896600803;1072.2638644436029;-0.3559201325973444
3547.823;147670;1072.412428086236;1072.2282724303432;-1.0207278393691201
3547.923;147690;1071.297581796325;1072.1261996464063;-1.1329587126631855
3548.123;147690;1071.297581796325;1071.8996079038734;-2.408380318445241
3548.223;147700;1070.7402044912296;1071.658769872029;-0.5023771337901053
3548.723;147700;1070.7402044912296;1071.407581305134;-0.30076009352596955
3548.823;147680;1071.8549896600803;1071.3775052957815;-0.21851499867145185
3548.923;147700;1070.7402044912296;1071.3556537959143;-1.9845131492020511
3549.123;147730;1069.0682558904211;1070.9587511660734;-6.693514562765989
3549.223;147750;1067.9537762145371;1070.2893997097974;-1.6156554789594546
3549.524;147730;1069.0682558904211;1069.8030874106307;-1.7755103881238223
3549.723;147750;1067.9537762145371;1069.449760843394;-2.4263630520953723
3549.923;147760;1067.3965821827694;1068.9644882329753;-4.287556248127975
3550.023;147760;1067.3965821827694;1068.535732608161;-1.9384472827693466
3550.223;147770;1066.8394186834591;1068.1480431516075;-2.0548844217701614
3550.323;147750;1067.9537762145371;1067.9425547094306;-1.4929609225500762
3550.423;147770;1066.8394186834591;1067.7932586171758;-1.8465439595639634
3550.523;147760;1067.3965821827694;1067.6086042212187;-1.3415927164590735
3550.623;147770;1066.8394186834591;1067.474444949573;-2.4982876423268845
3550.723;147780;1066.2822857128708;1067.2246161853404;-3.3385922199348337
3550.823;147790;1065.7251832672687;1066.8907569633473;-2.4256292314498076
3550.923;147780;1066.2822857128708;1066.6481940402025;0.5177819968480282
3551.024;147760;1067.3965821827694;1066.7004900218842;-1.1549939247476448
3551.123;147800;1065.1681113429077;1066.586145623334;-2.3543241624155185
3551.223;147780;1066.2822857128708;1066.3507132070927;0.5746407726638377
3551.323;147770;1066.8394186834591;1066.408177284359;-2.6291252012266604
3551.423;147820;1064.054059042986;1066.1452647642366;-4.907885491150665
3551.524;147810;1064.6110699360618;1065.6495683296298;-2.0992078577670705
3551.623;147800;1065.1681113429077;1065.4417467517105;-0.7482764713956824
3551.723;147800;1065.1681113429077;1065.366919104571;-0.5436546791729995
3551.823;147800;1065.1681113429077;1065.3125536366538;-1.918217873000611
3551.923;147820;1064.054059042986;1065.120731849354;-2.133962908193858
3552.024;147810;1064.6110699360618;1064.905201595626;-0.0431205313301304
3552.123;147800;1065.1681113429077;1064.9009326630244;-1.5541618017996863
3552.223;147830;1063.4970786599447;1064.7455164828446;-3.413946509927804
3552.323;147830;1063.4970786599447;1064.404121831852;-2.48037732779947
3552.423;147830;1063.4970786599447;1064.1560840990724;-1.7842570437054148
3552.524;147830;1063.4970786599447;1063.975874137658;-1.3225272821986955
3552.623;147830;1063.4970786599447;1063.84494393672;-0.9512635918153604
3552.723;147830;1063.4970786599447;1063.7498175775386;-2.9755399223772434
3552.823;147860;1061.8263205337068;1063.4522635853011;-2.9233668239889297
3552.923;147840;1062.9401287832072;1063.1599269029025;-0.5951033481272305
3553.024;147840;1062.9401287832072;1063.0998214647416;-0.44110259584013667
3553.123;147840;1062.9401287832072;1063.0561523077533;-1.0787438179691697
3553.223;147850;1062.383209409038;1062.9482779259565;-1.5340173130712482
3553.423;147870;1061.269462153473;1062.6414744633425;-3.714722948533656
3553.524;147870;1061.269462153473;1062.2662874455402;-3.52246159394386
3553.623;147880;1060.7126342646106;1061.9175637477392;-4.056271752639583
3553.723;147890;1060.1558368633894;1061.5119365724756;-4.469616350692804
3553.823;147900;1059.5990699460738;1061.0649749374068;-2.4860643138913345
3553.923;147880;1060.7126342646106;1060.8163685060179;-1.7883479716775506
3554.024;147900;1059.5990699460738;1060.6357453608782;-5.170098441437377
3554.123;147930;1057.9289520602745;1060.123905615175;-5.241129144378866
3554.223;147920;1058.485627548247;1059.5997927007377;-1.5243721432389288
3554.323;147900;1059.5990699460738;1059.447355486414;-1.107521190570976
3554.423;147920;1058.485627548247;1059.336603367357;-2.304016794276469
3554.524;147920;1058.485627548247;1059.1038976711347;-1.7077836849928205
3554.623;147920;1058.485627548247;1058.9348270863202;-1.9698069894401835
3554.724;147930;1057.9289520602745;1058.7358765803865;-0.69119496164019
3554.823;147910;1059.0423335089333;1058.6674482791843;-0.6259972178418702
3555.024;147940;1057.3723070413;1058.541622838398;-1.692275112753308
3555.123;147920;1058.485627548247;1058.3740876022352;-1.2172147401190316
3555.223;147940;1057.3723070413;1058.2523661282235;-3.92864976881713
3555.323;147960;1056.259108395418;1057.859501151342;-2.8543311346837568
3555.423;147940;1057.3723070413;1057.574068037874;-2.053260354803456
3555.524;147960;1056.259108395418;1057.3666887420386;-1.521917958102099
3555.623;147940;1057.3723070413;1057.2160188641863;0.21369084908107078
3555.823;147940;1057.3723070413;1057.2587570340024;-0.40385048608161994
3556.123;147960;1056.259108395418;1057.1376018881779;-1.0544249487803012
3556.423;147970;1055.7025547610638;1056.821274403544;-2.27549871646691
3556.524;147960;1056.259108395418;1056.5914490331807;-0.9179902085183023
3556.623;147960;1056.259108395418;1056.5005680025372;-0.3301446687570025
3556.823;147960;1056.259108395418;1056.4345390687859;-1.2406970338940853
3556.923;147970;1055.7025547610638;1056.3104693653966;-1.6459286226648742
3557.024;147970;1055.7025547610638;1056.1442305745072;-0.28606696515805813
3564.623;148240;1040.6871060927529;1053.970407706271;-19.301735299500752
3564.823;148270;1039.0200901632982;1050.1100606463744;-14.709766742350032
3565.024;148260;1039.5757317921784;1047.1533975311618;-20.93100319797262
3565.123;148260;1039.5757317921784;1045.0812282145591;-17.33423220855442
3565.223;148290;1037.9088979298463;1043.3478049937053;-14.11345895437454
3565.323;148280;1038.4644788770877;1041.936459098269;-3.418009382531686
3565.623;148290;1037.9088979298463;1040.911056283509;-8.209626339208361
3565.723;148290;1037.9088979298463;1040.0900936495889;-5.964642674467509
3565.823;148290;1037.9088979298463;1039.4936293821427;-5.093163896947401
3565.923;148300;1037.3533473178627;1038.9843129924484;-5.167874614294793
3566.024;148310;1036.7978270374458;1038.462357656404;-3.0632627918800295
3566.123;148290;1037.9088979298463;1038.1590946400074;-0.9876163921877872
3566.423;148320;1036.2423370848849;1037.8628097223514;-2.8833992677458364
3566.524;148300;1037.3533473178627;1037.5715863963087;-1.3700473984266246
3566.623;148310;1036.7978270374458;1037.4359517038642;-2.504513971691726
3566.723;148320;1036.2423370848849;1037.1855003066953;-3.3386232320375155
3566.823;148330;1035.6868774564834;1036.8516379834919;-3.185124691950191
3566.923;148330;1035.6868774564834;1036.5331255142971;-3.795000037801459
3567.024;148350;1034.5760491573656;1036.1498305104788;-2.045786142999173
3567.123;148320;1036.2423370848849;1035.9472976823215;-0.7120971093520093
3567.223;148340;1035.1314481485458;1035.8760879713864;-2.0362732350049884
3567.323;148340;1035.1314481485458;1035.672460647886;-2.2388291242552794
3567.423;148350;1034.5760491573656;1035.4485777354607;-2.362370883253789
3567.524;148350;1034.5760491573656;1035.2099782762518;-0.8711188656988942
3567.723;148350;1034.5760491573656;1035.0366256219777;-1.7687010790432567
3567.923;148380;1032.910034047419;1034.6828854061694;-5.551701754345363
3568.024;148390;1032.3547562863127;1034.1221635289799;-1.4015764419128205
3568.423;148400;1031.7995088234834;1033.5629345286568;-3.2711012398499126
3568.524;148380;1032.910034047419;1033.2325533034316;-1.6577548163838762
3568.623;148390;1032.3547562863127;1033.0684355766093;-2.7107921829794677
3568.723;148400;1031.7995088234834;1032.7973563583116;-4.246930059133999
3568.823;148420;1030.6891047778709;1032.3726633523986;-3.085575301425329
3568.923;148400;1031.7995088234834;1032.0641058222564;-1.4680214653489387
3569.024;148410;1031.2442916552347;1031.915835654256;-1.0881270978428332
3569.123;148400;1031.7995088234834;1031.8081110715693;-0.7826649063356697
3569.223;148410;1031.2442916552347;1031.7298445809358;-2.0868807556617748
3569.323;148420;1030.6891047778709;1031.5211565053698;-0.7570662036762379
3569.423;148400;1031.7995088234834;1031.4454498850023;-1.2961380019982232
3569.524;148430;1030.13394818771;1031.3145399468003;-3.261026645432746
3569.623;148430;1030.13394818771;1030.991698308902;-2.345581797442124
3569.723;148430;1030.13394818771;1030.757140129158;-3.2221578921355305
3569.823;148450;1029.023725854194;1030.4349243399447;-2.3410347405864202
3569.923;148430;1030.13394818771;1030.2008208658863;-0.9325599182999732
3570.024;148440;1029.5788218810467;1030.1066323141379;-1.457916229546326
3570.123;148440;1029.5788218810467;1029.9622986074125;-1.80762154269524
3570.223;148450;1029.023725854194;1029.7815364531432;-2.0722897063952335
3570.323;148450;1029.023725854194;1029.5743074825039;-3.023433980791218
3570.423;148470;1027.9136246251621;1029.271964084425;-3.677703709307889
3570.524;148470;1027.9136246251621;1028.9005160097845;-4.258979864845164
3570.623;148490;1026.8036444710897;1028.4788770031641;-4.581048532245023
3570.723;148490;1026.8036444710897;1028.02077214994;-2.5695163548016984
3570.823;148480;1027.3586194156003;1027.7638205144601;-1.8668629081679382
3570.923;148490;1026.8036444710897;1027.5771342236435;-1.3429260363736604
3571.024;148480;1027.3586194156003;1027.4414986939696;-1.7618370271914796
3571.123;148500;1026.2486997879387;1027.2670768282774;-1.2672490323950727
3571.223;148480;1027.3586194156003;1027.140351925038;0.596868761879793
3571.323;148480;1027.3586194156003;1027.200038801226;-1.0839285383450115
3571.423;148500;1026.2486997879387;1027.0916459473915;-1.1525496289557589
3571.623;148500;1026.2486997879387;1026.8611360216;-1.6747526421492465
3571.723;148500;1026.2486997879387;1026.6936607573853;-0.2953359031286481
3579.323;148780;1010.7225198196094;1024.4491078936076;-9.384095184565664
3579.723;148780;1010.7225198196094;1020.6954698197804;-27.271776953780112
3579.823;148780;1010.7225198196094;1017.9682921244049;-20.571676908080526
3579.923;148790;1010.1684511146256;1015.9111244335987;-14.653135437299854
3580.025;148780;1010.7225198196094;1014.4165046189895;-11.080661821567361
3580.123;148790;1010.1684511146256;1013.3305997604764;-8.64713174766384
3580.223;148790;1010.1684511146256;1012.4658865857108;-5.52493782306035
3580.323;148780;1010.7225198196094;1011.9133928034053;-4.014102293039299
3580.423;148790;1010.1684511146256;1011.5119825741017;-3.637611053991205
3580.524;148790;1010.1684511146256;1011.1445838576482;-3.461452357708448
3580.623;148800;1009.6144125606735;1010.8019000742345;-3.2472733348374705
3580.723;148800;1009.6144125606735;1010.477172740751;-0.8441811291773722
3580.823;148780;1010.7225198196094;1010.3927546278334;-1.3708221833327305
3580.923;148810;1009.0604041540868;1010.2556724095002;-2.4861996664950095
3581.024;148800;1009.6144125606735;1010.004566243184;-0.31249948013076145
3581.123;148790;1010.1684511146256;1009.973628794651;-2.497116155307137
3581.223;148830;1007.9524777683577;1009.7239171791205;-2.5717909959576644
3581.323;148800;1009.6144125606735;1009.4667380795249;-0.3536617887144563
3581.423;148810;1009.0604041540868;1009.4313719006535;-1.004395070964115
3581.524;148810;1009.0604041540868;1009.329927998486;-1.5095763311648214
3581.623;148820;1008.5064258912038;1009.1804799417005;-1.0858036898251482
3581.723;148810;1009.0604041540868;1009.071899572718;-0.7888825577238449
3581.823;148820;1008.5064258912038;1008.9930113169457;-2.088010470779034
3581.923;148830;1007.9524777683577;1008.784210269868;-2.251915517213324
3582.024;148830;1007.9524777683577;1008.5567668026292;-0.904108333544098
3582.123;148820;1008.5064258912038;1008.4672600776082;0.10710184374384617
3582.223;148820;1008.5064258912038;1008.4779702619826;-0.7289970580797587
3582.524;148850;1006.8446719281053;1008.2585421475006;-2.3753988248057456
3582.623;148830;1007.9524777683577;1008.0233776638445;-0.8542849922635962
3582.823;148850;1006.8446719281053;1007.8525206653919;-4.270561820963413
3582.923;148870;1005.7369866040214;1007.425464483296;-3.821809354111901
3583.024;148860;1006.2908142033707;1007.0394617385302;-2.0679117412049015
3583.123;148860;1006.2908142033707;1006.8347384761506;-3.001843333260469
3583.223;148880;1005.183189126386;1006.5345541428248;-2.9382083202191898
3583.323;148870;1005.7369866040214;1006.2407333108032;-0.6202915334262072
3583.423;148860;1006.2908142033707;1006.1787041574606;-1.195909376187656
3583.524;148880;1005.183189126386;1006.0579173104655;-3.1809784748623446
3583.623;148890;1004.6294217668125;1005.7430004414537;-3.8022820284334578
3583.723;148900;1004.0756845216296;1005.3627722386107;-1.2481601948581993
3583.823;148870;1005.7369866040214;1005.237956219125;-0.14972352724284949
3583.923;148890;1004.6294217668125;1005.2229838664007;-2.35669093894344
3584.024;148900;1004.0756845216296;1004.9849580815671;-3.276316420775304
3584.123;148910;1003.5219773871852;1004.6606027559098;-1.5994614466663728
3584.223;148890;1004.6294217668125;1004.5006566112434;-1.162076762907338
3584.323;148910;1003.5219773871852;1004.3844489349527;-2.3584928911985648
3584.423;148910;1003.5219773871852;1004.1485996458331;-1.6965795915355
3584.524;148910;1003.5219773871852;1003.9772451070878;-2.786862262305931
3584.623;148930;1002.4146534358656;1003.7013457431191;-4.275509541749239
3584.723;148940;1001.8610366116768;1003.2737947889445;-3.106339510973709
3584.823;148930;1002.4146534358656;1002.9631608378475;-0.742940034155702
3584.923;148920;1002.9683003598177;1002.888866834432;-1.2838918975753524
3585.024;148940;1001.8610366116768;1002.7591937527767;-2.4808866793795072
3585.123;148940;1001.8610366116768;1002.5135859715177;-1.7844449829390527
3585.223;148940;1001.8610366116768;1002.335141473224;-0.26976094150395036
3585.423;148930;1002.4146534358656;1002.2811892849232;-0.38810454732133015
3585.524;148940;1001.8610366116768;1002.2419907256437;-2.5813440569821804
3585.623;148960;1000.7538932479478;1001.9864376640021;-3.370484801356152
3585.723;148960;1000.7538932479478;1001.6493891838668;-2.4488005481816333
3585.823;148960;1000.7538932479478;1001.4045091290488;-1.779157740856389
3585.923;148960;1000.7538932479478;1001.2265933549634;-0.5304581899162918
3586.024;148950;1001.3074498835898;1001.1730170777818;0.3713298508035539
3586.123;148950;1001.3074498835898;1001.2097787330114;-2.760148084379589
3586.223;148990;999.0934038591483;1000.9337639245737;-2.7622359578370035
3586.323;148960;1000.7538932479478;1000.6575403287902;0.2634842569230054
3586.423;148960;1000.7538932479478;1000.6838887544825;0.19143251811259168
3586.523;148960;1000.7538932479478;1000.7030320062938;-1.3745347011616782
3586.623;148980;999.6468702393813;1000.5655785361778;-3.2690240692893613
3586.723;148990;999.0934038591483;1000.2386761292491;-0.8614664445971006
3586.823;148960;1000.7538932479478;1000.1525294847895;0.8876442933100295
3586.923;148970;1000.2003667010988;1000.2412939141204;-0.8601061762193982
3587.024;148980;999.6468702393813;1000.1544231903222;-2.166352580339338
3587.123;148990;999.0934038591483;999.9399542848682;-3.0716618541651513
3587.223;149000;998.5399675567431;999.632788099452;-2.231692968702857
3587.323;148990;999.0934038591483;999.4096188025819;-0.10796580451947918
3587.423;148980;999.6468702393813;999.39882222213;-0.07766509757749694
3587.524;148990;999.0934038591483;999.3909780472746;-1.5863083969546659
3587.623;149000;998.5399675567431;999.2339335159759;-2.654367109411309
3587.723;149010;997.9865613285139;998.968496805035;-2.6851759307148177
3587.823;149010;997.9865613285139;998.6999792119638;-1.1942291680520105
3587.923;149000;998.5399675567431;998.5805562951587;-0.10989399800435236
3588.024;149000;998.5399675567431;998.5694570013602;-0.5782248446401635
3588.823;149060;995.2199811721621;998.1074553504927;-3.569777038530579
3589.023;149050;995.7732370842944;997.3934999427856;-4.430729852500172
3589.123;149050;995.7732370842944;996.950426957536;-3.9755734834354604
3589.223;149060;995.2199811721621;996.5528696091928;-2.1319222983535218
3589.323;149040;996.3265230523482;996.3396773793577;-2.305350941552256
3589.423;149070;994.6667553123045;996.1091422852027;-3.1563328980874266
3589.524;149060;995.2199811721621;995.7903526624955;-0.8113774171238192
3589.623;149050;995.7732370842944;995.7100262982001;0.1728546176833996
3589.723;149050;995.7732370842944;995.7273117599684;-2.1436699502745737
3589.823;149080;994.113559501065;995.5129447649412;-3.070345925765942
3589.923;149070;994.6667553123045;995.2059101723648;-2.2086503868834444
3590.024;149080;994.113559501065;994.9828364832894;-3.165090323628729
3590.123;149090;993.5603937348063;994.6694925412496;-3.0329135580227855
3590.223;149090;993.5603937348063;994.3662011854476;-1.4472041234923356
3590.323;149080;994.113559501065;994.2214807730985;-1.0514553424239252
3590.423;149090;993.5603937348063;994.1163352388562;-2.2765590677871783
3590.523;149100;993.0072580098716;993.8886793320767;-2.410312465324214
3590.623;149100;993.0072580098716;993.6476480855445;-3.2636622765103436
3590.723;149120;991.901076669397;993.3212818578937;-1.6148939558778375
3590.823;149090;993.5603937348063;993.1597924623061;-1.17328913716385
3590.923;149120;991.901076669397;993.0424635485898;-2.3415785700622123
3591.024;149110;992.4541523226143;992.8059641130133;-1.7356252302551773
3591.123;149120;991.901076669397;992.6341372152177;-2.0046088367923898
3591.223;149120;991.901076669397;992.4336763315387;-2.2126058615217175
3591.323;149130;991.3480310465729;992.2124157453867;-1.6075522561087452
3591.423;149120;991.901076669397;992.051660519776;-1.9240863144316824
3591.523;149140;990.795015450495;991.8592518883321;-0.6417171852393874
3591.623;149110;992.4541523226143;991.7950801698082;-0.4662348260289639
3591.723;149140;990.795015450495;991.7484566872054;-3.3633464870384735
3591.823;149150;990.2420298775215;991.4121220385018;-3.1997044434269353
3591.923;149150;990.2420298775215;991.0921515941594;-0.8044553828060813
3592.024;149130;991.3480310465729;991.0109016004959;0.16744891536149198
3592.123;149140;990.795015450495;991.0274790431167;-2.1478283868085764
3592.223;149160;989.6890743240103;990.8126962044361;-2.316578850049897
3592.323;149150;990.2420298775215;990.5810383194313;-0.170953730919492
3592.423;149140;990.795015450495;990.5639429463394;-0.12297540181641288
3592.524;149150;990.2420298775215;990.5515224307559;-2.3822098481978333
3592.623;149170;989.1361487863194;990.3156836557839;-3.9814932987612623
3592.723;149180;988.5832532608017;989.9175343259082;-2.892724206518908
3592.823;149170;989.1361487863194;989.6282619052565;-2.8576131909531863
3592.923;149190;988.0303877438254;989.3425005861615;-1.3070984288339087
3593.024;149160;989.6890743240103;989.2104836448491;-0.9688476998024389
3593.123;149190;988.0303877438254;989.1145677225685;-2.2088451286171757
3593.223;149180;988.5832532608017;988.893683209707;-0.8488938905903514
3593.323;149180;988.5832532608017;988.808793820648;-1.3726835464047988
3593.423;149190;988.0303877438254;988.6715254660077;-1.7532390070759785
3593.523;149190;988.0303877438254;988.4962015652994;-2.029687708218971
3593.623;149200;987.4775522317433;988.2932327944777;-2.23053944640672
3593.723;149200;987.4775522317433;988.0701788498372;-2.3764257556762245
3593.823;149210;986.9247467209233;987.8325362742698;-0.9706893683309961
3593.923;149190;988.0303877438254;987.7354673374368;-0.6982644629433205
3594.024;149210;986.9247467209233;987.6649426266795;-1.2810879032506528
3594.123;149200;987.4775522317433;987.5381149242575;-0.9214571953881855
3594.223;149210;986.9247467209233;987.4459692047187;-2.1811247997626935
3594.323;149220;986.3719712077186;987.2278567247427;-3.0962448597375407
3594.423;149230;985.8192256884969;986.9182322387692;-3.005315529418775
3594.523;149230;985.8192256884969;986.6177006858262;-2.1834895422065834
3594.623;149230;985.8192256884969;986.3993517316057;-0.8306360501542992
3594.723;149220;986.3719712077186;986.3162881265904;-3.6261302581214077
3594.823;149270;983.6085434786895;985.9536751007786;-4.1460207626259
3594.923;149240;985.2665101596162;985.5390730245164;-0.7505117378969992
3595.123;149250;984.7138246174495;985.3889706769368;-3.3574742767901693
3595.223;149270;983.6085434786895;985.053223249258;-2.439347848772913
3595.323;149250;984.7138246174495;984.809288464381;-1.0166919828643737
3595.423;149260;984.1611690583496;984.7076192660946;-1.4943089238024847
3595.523;149260;984.1611690583496;984.5581883737138;-1.085678983125568
3595.623;149260;984.1611690583496;984.4496204754014;-2.299946907208823
3595.723;149280;983.055947874827;984.2196257846807;-2.426607210109002
3595.823;149270;983.6085434786895;983.97696506367;-1.7630333369088593
3595.923;149280;983.055947874827;983.8006617299793;-2.0163125563268554
3596.024;149280;983.055947874827;983.5970141617901;-1.4945315051934331
3596.123;149280;983.055947874827;983.4490555427757;-1.074982290989351
3596.223;149280;983.055947874827;983.3415573136768;-1.5365363550259068
3596.323;149290;982.5033822431349;983.1879036781744;-2.627350039686123
3596.423;149300;981.9508465799811;982.925168674206;-1.332178283973805
